Name,Address,Section,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,HW 1,HW 2,HW 3,HW 4,HW 5,HW 6,HW 7,HW 8,HW 9,HW 10,HW 11,HW 12,Project 1,Project 2,Exam 1,Exam 2,Exam 3
"Dovey, Toccara","816 Infantry Ter, Lebanon KY, 40033",8,71.6,78.5,95.9,67.5,65.6,44.7,54.2,31.9,83.2,60.1,64.8,100,100,50.9,100,18.4,96.2,82.7,55.3,100,81.3,61.2,69.7,65.7,88.6,70.9,44.7
"Sumney, II, Lebaron","531 Leese St, Saint Maurice LA, 71471",10,70.8,72.2,51.1,61.1,56.0,90.0,43.2,61.8,86.3,60.7,78.0,74.3,29.1,87.0,99.1,81.2,85.4,59.8,93.1,70.5,100,92.4,96.7,85.5,44.6,100,100
"Suoboda, Yanette","837 Stoneridge Ln, Barnett MO, 65011",10,100,93.4,100,70.9,67.8,49.4,100,63.6,63.0,100,35.3,66.8,59.7,82.3,67.9,40.9,54.2,80.6,86.7,100,71.7,90.4,,80.4,67.8,70.1,100
"Kole, Jr., Isael","509 Cayuga Ave, Apt. 42, Grimsley TN, 38565",8,100.0,100,89.0,87.3,67.5,85.3,60.8,79.8,92.6,29.8,87.6,83.9,86.3,83.7,100,100,24.8,67.9,79.3,54.5,52.7,93.9,59.2,74.8,67.7,83.4,87.2
"Raynor, Shaylee","855 Margrave Pl, Stollings WV, 25646",1,100,100,98.1,92.6,100,85.0,31.6,42.5,86.0,100,32.2,55.3,69.3,70.4,98.8,83.5,54.9,100,74.9,55.2,84.1,68.1,48.3,48.7,69.2,81.1,62.7
"Saddler, Kathrina","835 Fort Mason 9, Rome GA, 30164",2,80.8,30.4,100,1.7,84.0,84.6,100,69.0,25.1,71.2,67.5,39.6,68.2,78.2,100,42.2,39.6,46.6,65.5,51.7,47.3,68.3,100,57.9,93.0,90.2,100
"Schlagel, Krizia","389 Peek Ln, Putnam Hall FL, 32185",5,50.8,100,100,100,79.7,69.5,78.4,78.1,81.1,78.7,40.5,44.4,100,100,75.6,100,48.3,70.2,100,75.5,74.4,60.8,46.9,80.5,100,87.5,84.8
"Elfenbein, Jasn","712 Norwich St, Skanee MI, 49962",10,95.3,96.6,92.1,100,74.0,48.4,90.3,80.3,51.0,79.1,83.7,69.3,86.9,84.1,58.9,66.3,98.2,100,78.5,66.1,69.4,40.1,80.9,62.2,97.6,100,100
"Brancanto, Jr., Porschea","77 Hwy 101 Northbound Ramp, Hickory NC, 28602",6,100,100,14.9,78.3,27.5,62.9,76.0,57.3,82.6,58.7,63.9,98.6,61.1,88.2,100,96.8,78.5,100,34.4,55.1,57.6,71.5,88.4,47.1,60.8,90.0,100
"Rearden, II, Kenyon","172 Vara St, Mc Arthur OH, 45651",5,72.7,67.1,100,100,100,100,16.4,72.8,93.1,73.2,88.8,68.0,45.6,48.7,100,73.9,100,46.0,100,61.9,94.3,62.3,91.9,98.1,77.9,84.1,91.5
"Diggs, Olubunmi","824 Ozbourn Ct, Apt. 13, New Bern NC, 28564",8,100,75.8,82.1,88.3,43.8,86.7,85.1,82.3,92.1,48.8,92.9,88.4,94.8,45.6,91.5,55.2,97.3,59.9,44.0,100,100,39.1,63.1,56.3,89.1,84.8,100
"Manion, Sr., Tephanie","640 Unnamed 139, Trosper KY, 40995",9,100,31.7,100,58.8,63.0,54.6,100,71.1,100,79.8,87.8,53.5,100,100,100,33.0,87.5,100.0,61.1,86.0,100,100,67.9,27.4,68.6,25.9,60.0
"Ardd, Cera","570 Bayside Dr, Apt. 64, Toms Brook VA, 22660",8,70.5,54.8,-14.0,74.1,53.1,62.9,100,64.1,100,71.3,100,92.7,98.4,84.5,100,89.5,85.4,98.8,100,58.1,97.0,32.9,35.4,86.3,100,100,100
"Hilsgen, Sanna","277 Detroit St, Dayton OH, 45410",2,76.3,52.6,81.2,100,97.7,93.1,67.3,67.8,98.6,68.1,93.4,68.8,100,65.3,100,82.5,57.9,57.8,100,85.1,57.1,75.9,54.1,88.6,85.3,90.3,100
"Trafton, Shua","273 Ada Ct, Apt. 27, Lafayette IN, 47902",9,91.1,100,61.0,78.0,65.0,59.0,99.2,49.7,100,29.8,54.6,58.9,100,60.3,52.3,100,15.2,60.7,100,84.2,81.7,100,53.7,90.6,100,73.6,39.7
"Cavanagh, Elica","531 Wool St, Portland OR, 97212",5,84.8,85.7,79.8,62.3,69.5,98.9,66.0,40.7,92.1,31.4,87.9,80.5,97.0,59.2,100,41.2,100,36.3,73.8,100,85.9,63.9,100,100,93.3,38.8,48.9
"Vaisman, II, Louann","902 Waterfront St, Apt. 93, Como NC, 27818",10,82.5,68.4,27.8,100,77.1,15.0,39.2,63.7,100,60.7,100,55.3,93.9,100,98.7,100,87.3,81.1,100,75.3,97.2,78.6,36.9,43.9,69.4,71.9,100
"Poinelli, Arianna","831 Justin Dr, Rio WV, 26755",9,70.4,91.9,93.5,85.4,75.6,56.7,69.8,34.1,60.8,73.4,34.0,100,75.9,73.5,57.3,81.9,83.0,36.2,100,37.5,100,100,70.0,72.8,97.2,94.0,61.2
"Ricci, Leisl","738 Blairwood Ln, Ashburn MO, 63433",5,93.8,100,99.2,88.3,79.1,61.9,14.2,52.7,56.6,99.2,100,82.0,85.6,100,72.9,98.8,50.4,100,69.2,100,94.3,66.9,71.0,66.0,90.5,86.4,54.4
"Harrison, Esq., Jeren","30 Lapu-lapu St, Pascoag RI, 2859",1,56.7,64.9,88.6,100,71.9,69.7,81.6,92.6,57.2,100,65.9,77.6,72.0,78.2,54.9,100,92.0,71.7,48.3,93.1,56.6,93.2,60.4,100,58.2,100,100
"Kinter, Cherell","210 Josepha Ave, Apt. 11, Vestal NY, 13851",9,64.8,89.3,56.1,70.9,91.6,100,78.4,100,100,86.0,48.4,90.5,48.3,74.3,100,62.4,100,100,75.9,85.1,73.4,70.9,57.5,59.3,92.4,100,73.8
"Mccue, Jr., Keeley","426 Southard Pl, Wrenshall MN, 55797",3,100,47.4,100,50.9,95.2,78.3,99.0,86.4,81.2,87.4,47.1,79.3,83.8,67.1,92.2,53.6,100,65.5,54.2,73.4,76.3,81.0,69.7,100,56.9,85.7,72.6
"Wagnon, II, Marvina","706 Williar Ave, East Liberty OH, 43319",7,100,76.5,72.8,91.3,65.6,77.4,63.3,80.9,70.3,100,89.8,95.3,38.7,100,100,95.1,97.0,81.4,88.4,73.8,76.7,20.6,90.2,100,84.5,62.4,100
"Daviau, Jule","373 Nelson Rising Ln, Apt. 95, Rochester NH, 3868",6,94.6,42.2,3.3,100,,87.6,27.7,100,46.8,24.4,68.5,77.8,100,82.7,89.5,67.5,100,68.2,63.4,100,24.3,84.7,52.9,38.8,71.9,87.0,100
"Isgrigg, Tomothy","815 North 15th Ave, Davis NC, 28524",4,91.4,100,72.9,82.5,100,63.9,64.7,100,58.0,83.9,64.7,100,55.2,78.1,47.4,87.7,74.5,51.7,72.2,100,79.7,68.5,100,88.4,95.3,100,100
"Shideler, Rodrickus","235 Perasto Ave, Trona CA, 93562",4,62.3,100,58.9,90.3,45.1,34.5,32.3,55.6,60.0,85.4,100,78.1,99.4,100,100,100,87.0,100,100,94.8,77.7,65.6,56.7,26.7,83.6,78.0,100
"Hackethal, Kc","180 22nd Ave, Welcome NC, 27374",6,96.4,81.6,68.3,100,100,62.7,33.3,53.2,96.6,65.3,55.8,100,84.3,49.2,68.8,100,77.8,83.9,100,100,90.7,91.1,63.7,42.6,62.1,84.0,30.6
"Maheras, Jeneva","612 Innes Ave, Sacramento CA, 94297",10,40.2,72.4,84.2,68.5,69.8,99.1,51.3,34.7,53.9,19.1,94.0,100,50.0,100,50.1,62.5,73.7,59.5,60.1,17.9,79.7,61.0,98.9,85.2,100,87.4,87.2
"Gronquist, Akim","640 Pope Ct, Pinon NM, 88344",4,100,67.1,100,86.0,47.5,0.2,44.3,82.6,100,80.4,84.5,78.4,36.8,100,54.3,84.3,47.7,94.8,47.0,89.5,90.7,85.3,70.0,61.4,56.6,100,70.8
"Dequinzio, Lynette","42 Shaw Aly, Chambersburg PA, 17201",6,,54.2,45.3,52.6,100,100,73.5,94.5,69.2,87.4,93.8,65.4,84.0,81.4,31.4,83.7,39.0,80.8,100,75.1,86.9,84.3,100,23.7,59.3,99.3,33.5
"Cancio, Karol","864 Unnamed 124, Harrisville NY, 13648",6,37.9,73.5,82.0,76.9,90.1,71.2,61.4,51.1,87.9,57.4,68.0,37.6,83.3,41.3,100,96.4,93.3,77.1,88.0,100,63.2,73.0,55.8,10.6,100,84.5,64.4
"Vandenbrink, Clancy","528 15th St, Apt. 83, Tucson AZ, 85739",7,100,47.9,66.7,29.7,45.8,97.8,81.1,100,97.8,16.0,71.9,100,83.8,40.9,92.5,49.3,100,99.3,73.0,58.2,96.8,98.9,100,48.2,62.6,82.1,100
"Colinger, IV, Tikeisha","312 Downey St, Hollywood FL, 33019",6,48.2,24.2,82.7,-28.3,85.5,100,90.3,100,88.4,57.7,65.0,72.0,100,83.6,70.9,59.5,67.5,52.4,97.8,99.1,95.3,84.1,73.7,78.4,100,100,68.4
"Patnode, Leila","909 Burke Ave, Apt. 47, Battle Lake MN, 56515",7,52.8,27.4,68.4,77.6,68.7,84.0,34.4,76.1,64.3,95.9,100,16.6,56.1,77.1,100,93.5,64.5,100,60.7,74.1,59.7,73.2,34.1,86.4,53.7,55.5,97.4
"Yuki, Armen","305 Alert Aly, Newnan GA, 30265",1,100,88.4,75.1,74.3,75.6,53.2,26.5,83.2,78.6,60.1,82.3,69.6,100,100,76.3,21.9,68.8,50.0,68.1,94.5,61.4,69.8,100,76.8,100,100,80.4
"Pucci, Valen","143 07th St, Mobile AL, 36608",6,54.3,37.9,100,39.1,65.4,51.2,63.7,75.2,52.6,87.3,100,60.7,81.1,61.3,45.7,100,72.0,43.3,100,87.5,100,54.5,79.7,95.5,49.2,41.5,56.1
"Morowski, Laquista","799 Lapu-lapu St, Lake George NY, 12845",1,57.3,100,87.4,87.1,72.2,100,72.2,52.1,100,75.1,89.6,92.7,83.6,72.4,90.4,64.9,100,50.6,82.3,87.6,60.5,100,61.0,92.1,100,89.7,66.5
"Sulin, IV, Chandell","895 09th St, Haysi VA, 24256",1,69.2,49.2,64.2,100,52.9,79.3,51.6,53.6,80.1,45.9,59.6,78.4,65.6,39.7,66.6,66.3,84.0,72.0,97.0,66.8,57.8,96.7,38.7,51.0,45.2,83.1,93.9
"Surminec, Sampson","163 Beeman Ln, Apt. 40, Watertown MA, 2472",6,67.3,100,75.4,80.0,67.0,92.4,100,96.9,53.7,49.7,87.6,100,69.6,54.9,72.8,55.5,49.1,100,80.6,59.1,21.4,85.6,33.0,92.7,84.2,64.7,67.7
"Rothschild, Pablo","24 Upper Service Rd, El Dorado CA, 95623",8,42.0,78.5,39.9,77.6,90.3,51.8,73.5,96.8,60.0,87.9,69.0,58.6,53.9,57.3,67.0,91.3,87.3,83.2,96.4,62.8,100,100,82.0,100,100,91.8,79.7
"Pilkenton, Teon","830 Card Aly, Dallas TX, 75227",1,97.2,78.4,95.1,43.0,92.3,92.7,84.3,58.1,63.6,69.8,50.2,46.6,65.0,91.2,61.8,74.6,80.5,17.7,55.8,88.6,72.9,73.3,58.9,65.5,87.7,77.0,69.6
"Arenz, Nastasia","843 Arleta Ave, Nahant MA, 1908",7,53.2,62.2,75.0,92.7,79.2,90.5,76.5,69.8,74.1,47.2,47.3,66.4,78.2,54.9,90.1,68.0,46.5,60.2,89.5,84.8,82.1,100,98.0,78.9,90.2,82.8,85.1
"Feerick, Kaitlen","989 Rosenkranz St, Baird TX, 79504",10,47.5,91.5,78.1,65.3,67.8,72.4,97.4,68.1,77.4,100,76.1,100,96.3,57.3,77.1,100,89.1,56.6,100,100,77.9,79.7,87.7,67.1,100,100,100
"Gallego, Sarika","140 Agua Way, Bakersfield CA, 93382",7,86.0,68.1,55.6,100,64.6,48.4,100,91.1,79.6,91.0,76.8,98.1,71.4,80.1,40.3,38.4,70.3,80.3,38.8,93.4,100,93.7,80.8,34.2,100,50.1,25.8
"Gummersheimer, Saturnino","689 Bella Vista Way, Hardwick MA, 1037",4,32.6,74.8,100,100,91.9,97.6,80.6,74.2,41.4,75.0,84.3,65.6,55.4,97.2,97.1,100,62.3,91.4,89.0,71.8,47.0,87.6,61.0,43.1,96.3,77.6,39.2
"Dommel, Chalea","603 Osceola Ln, Tionesta PA, 16353",4,51.8,53.2,66.1,67.4,100,76.0,65.1,82.8,57.7,88.0,100,69.3,100,100,82.2,61.5,100,94.7,61.2,100,58.3,89.7,100,62.1,89.7,67.4,61.2
"Marcon, Debby","243 Fenton Ln, Rains SC, 29589",1,53.0,80.1,87.9,66.7,62.1,82.4,70.9,89.8,54.5,60.4,64.9,77.0,59.4,100,74.3,100,49.4,53.6,95.3,99.7,100,78.0,72.5,64.3,96.8,71.6,100
"Pahk, Keisa","739 Unnamed 032, New Richmond WI, 54017",1,100,83.1,34.2,100,71.6,55.8,100,64.9,45.9,82.7,85.0,100,62.7,48.0,75.6,93.3,85.5,80.3,93.9,84.6,33.8,82.8,73.9,52.4,79.0,75.1,86.5
"Jank, IV, Latifa","921 Skyview Way, Searles MN, 56084",5,89.4,,72.3,91.7,60.0,100,100,100,99.5,68.0,95.1,92.6,64.0,52.9,83.7,100,97.2,40.4,100,27.0,38.8,38.6,56.2,100,94.6,67.7,96.1
"Mekeel, Destry","194 Mullen Ave, Plumerville AR, 72127",10,48.4,92.3,56.7,94.9,69.4,86.8,58.0,72.9,65.6,87.4,84.7,36.1,100,79.4,75.9,95.4,100,71.9,78.1,80.7,59.1,51.8,47.6,60.4,100,46.9,58.9
"Nusbaum, IV, Shakeema","749 Stockton Tunl, Blue Hill NE, 68930",3,78.0,81.6,26.1,100,79.8,65.6,66.0,51.2,46.6,78.6,60.9,100,67.0,84.0,81.0,100,92.7,99.0,70.9,85.0,55.6,100,100,86.4,87.6,100,100
"Benari, Mauro","452 Leona Ter, Honolulu HI, 96847",8,60.0,100,71.3,41.8,83.0,64.5,91.9,76.8,85.3,81.1,82.8,35.2,75.0,94.2,,87.4,100,100,58.7,59.2,56.7,93.9,26.4,55.7,87.5,61.8,76.9
"Passantino, Shanin","408 Short St, Apt. 72, Roaring Spring PA, 16673",7,64.5,89.1,100,100,59.9,100,52.1,55.1,67.0,100,82.3,59.6,86.7,50.7,50.3,72.7,69.7,87.6,38.9,100,100,48.2,59.0,100,49.4,54.4,65.6
"Landreth, Marcello","18 Italy Ave, Sandusky OH, 44870",1,61.8,88.4,80.4,78.5,63.2,87.2,100,68.9,81.3,96.3,100,83.6,100,100,54.4,69.6,100,70.8,81.6,67.0,71.2,61.5,44.2,85.3,100,70.4,87.6
"Ovesen, Charae","91 Laguna St, Raleigh NC, 27676",9,96.1,73.3,83.8,45.0,100,35.2,93.0,100,100,76.0,60.8,93.1,100.0,100,67.4,47.7,100,50.2,77.7,78.1,100,,100,43.6,77.3,68.6,99.5
"Hochschild, Sr., Gayland","711 Arlington St, Lorenzo TX, 79343",10,100,79.7,12.0,52.3,100,84.8,87.8,70.1,77.7,74.8,74.8,100,100,73.0,100,100,74.0,100,29.3,100,38.8,80.9,89.1,92.4,77.0,62.5,83.2
"Cannington, Enedina","158 Pino Aly, Agenda KS, 66930",3,81.9,93.9,78.9,48.6,80.7,44.0,52.0,51.0,100,16.9,82.3,76.6,80.2,75.3,75.4,81.9,54.0,99.3,64.9,83.4,100,66.5,86.3,84.6,100,90.4,67.7
"Spickard, Chenille","344 Lincoln Blvd, Fort Meade SD, 57741",5,74.5,-14.5,63.2,70.4,58.4,70.8,84.0,87.3,55.9,100,96.4,73.1,77.1,51.6,100,100,100,97.6,36.6,73.5,78.8,96.5,77.6,63.9,55.4,100,88.4
"Mandelbaum, Martell","655 Mullen Ave, Alberta AL, 36720",3,98.9,53.0,84.8,100,40.2,63.3,99.2,100,40.0,33.9,100,61.0,100,84.6,72.0,,100,99.7,80.3,82.0,63.5,100,98.8,79.4,96.9,100,100
"Bjorkman, Ty","116 Oak Grove St, Wallburg NC, 27373",5,71.2,75.2,84.3,100,100,70.5,52.9,100,93.9,56.2,74.8,70.2,35.0,100,100,100,100,48.0,90.2,45.3,96.4,43.5,54.4,56.7,54.4,77.6,74.1
"Sheive, Lindsie","216 Ellert St, Apt. 50, Ayr ND, 58007",1,62.6,94.1,48.3,22.6,27.7,61.6,97.0,60.0,84.1,82.9,62.6,59.7,98.2,36.8,94.6,100,48.5,82.0,84.6,77.9,42.0,100,72.6,65.7,97.1,92.5,100
"Hofstetter, Jr., Thayne","570 Stockton Tunl, Willow Lake SD, 57278",10,82.9,78.0,100,90.5,68.8,100,69.9,74.3,30.6,68.8,56.6,100,100,84.6,32.9,78.6,82.6,72.7,82.9,82.9,56.8,100,88.1,100,100,56.2,36.0
"Spagnuolo, IV, Tye","688 Avenue Of The Palms, Bridgewater VA, 22812",3,42.1,37.5,44.5,100,84.3,45.1,72.7,38.0,94.2,59.8,71.3,100,100,77.9,54.9,58.4,66.1,100,48.1,81.9,66.1,45.6,65.0,100,54.2,80.9,100
"Hessing, II, Thayne","912 Milan Ter, Roanoke VA, 24014",4,64.2,69.3,39.5,91.0,83.1,51.5,100,76.0,88.2,48.9,100,98.8,91.8,84.5,25.3,33.0,100,74.9,100,27.0,55.4,100,79.6,94.2,100,100,100
"Stradtner, III, Stan","765 Infantry Ter, Sisters OR, 97759",5,86.0,81.0,100,34.2,100,76.1,87.4,100,100,81.8,76.4,100,44.2,80.5,73.9,58.6,60.3,68.2,57.0,70.9,80.2,78.6,15.7,76.9,54.3,79.8,72.8
"Zancanella, Judah","412 Brighton Ave, Bay City TX, 77404",9,71.1,79.1,100,88.1,73.4,99.8,56.6,85.0,75.3,77.1,62.1,70.6,100,100,83.8,69.0,21.9,73.4,50.9,57.2,96.0,76.6,47.6,100,100,89.4,62.8
"Guiel, II, Jenetta","356 Williams Ave, Etna WY, 83118",2,91.0,55.1,44.9,53.4,62.5,100,55.9,100,83.1,73.8,100,56.2,82.8,68.0,100,75.8,73.3,94.1,75.9,50.0,43.2,100,54.3,44.7,100,80.7,77.5
"Minas, Yetta","330 Rio Verde St, New York NY, 10004",6,14.6,51.2,57.9,52.4,100,100,100,56.2,88.0,38.3,100,71.4,99.3,43.0,100,61.6,83.1,87.1,84.5,100,100,51.0,100,89.7,90.2,100,100
"Darrough, Deatrice","737 Helen St, Newport Coast CA, 92657",6,50.2,67.0,76.4,41.3,14.8,32.0,62.3,70.0,86.5,78.6,70.2,100,69.8,100,73.3,95.3,100,100,100,100,73.7,61.5,60.2,74.6,100,46.0,55.4
"Smida, Rebecah","53 Laidley St, Washington DC, 20523",8,71.4,82.1,100,73.6,96.8,71.1,100,93.5,29.9,100,47.7,75.8,100,89.7,58.6,100,86.4,78.4,100,56.1,100,100,86.4,62.6,86.6,59.6,50.5
"Swinny, Sherrice","611 Sal St, Pyote TX, 79777",10,100,21.6,100,100,51.5,92.8,57.1,85.2,100,98.7,61.4,100,71.4,66.5,68.2,51.6,84.5,61.8,100,89.8,81.3,86.5,52.8,47.5,99.4,100,84.5
"Brow, Sr., Griselda","251 Folsom St, Apt. 33, Jeff KY, 41751",7,68.1,52.6,100,81.2,87.7,81.3,100,89.2,52.3,63.2,100,61.5,92.0,82.3,32.7,97.0,71.9,94.0,79.7,59.1,23.8,88.2,100,100,77.4,100,67.4
"Peppas, Caleen","754 San Felipe Ave, Clinton TN, 37717",9,96.7,90.7,55.4,100,100,67.1,53.7,64.8,68.5,53.8,52.8,89.5,92.2,88.7,64.4,60.9,87.7,74.2,85.5,52.3,76.5,100,53.8,53.7,81.1,100,100
"Wegman, Charmane","861 Dawnview Way, Millboro VA, 24460",5,23.8,68.0,61.7,65.1,76.4,89.0,36.3,63.1,50.7,47.0,86.6,62.5,67.4,96.7,81.5,98.0,100,50.1,63.7,100,100,83.0,100,90.6,62.6,100,34.8
"Goyen, Salvatore","369 23rd Ave, Champaign IL, 61822",3,34.5,24.9,51.6,99.0,91.8,75.1,64.8,100,100,56.2,61.1,75.1,93.4,50.4,73.8,90.1,91.5,84.2,100,87.7,70.8,75.7,72.3,59.2,100,88.4,73.5
"Livers, Tiffny","161 San Bruno Ave, Rogers AR, 72757",4,88.8,75.2,61.7,100,67.3,67.3,53.6,59.7,61.4,78.3,49.6,79.7,42.8,61.8,55.5,90.5,71.4,87.2,70.5,74.6,100,74.1,61.3,87.1,100,76.6,100
"Usery, Britaney","250 Dicha Aly, Glasford IL, 61533",3,89.1,51.8,76.4,98.8,100,68.9,100,73.8,81.8,52.2,54.2,64.7,61.1,78.7,65.6,100,88.1,100,80.2,73.9,39.1,99.8,43.4,4.0,65.2,79.9,65.7
"Matthew, Erol","795 Garrison Ave, Starke FL, 32091",4,100,67.3,95.0,46.1,60.4,100,70.6,43.8,98.6,26.2,89.5,57.7,48.8,99.5,68.2,76.0,100,51.0,83.5,35.7,100,57.6,85.9,97.0,38.7,96.6,100
"Houskeeper, Olive","98 California St, La Rose IL, 61541",5,100,65.5,36.6,100,74.7,72.4,72.9,15.2,83.8,64.8,40.7,72.8,48.4,76.6,81.2,98.8,100,66.3,91.1,86.1,89.8,73.1,57.2,54.1,61.8,64.2,100
"Holderby, Avon","783 Massachusetts St, Winston Salem NC, 27127",6,65.6,88.1,65.1,100,66.2,100,66.6,78.2,100,26.2,88.5,92.1,97.0,84.6,68.3,99.8,100,85.1,91.7,69.5,69.2,34.2,58.4,92.0,91.5,40.1,33.4
"Shimasaki, Taralyn","395 Vista Ct, Decatur TN, 37322",9,97.8,83.4,79.2,62.5,96.8,100,64.4,99.0,54.1,31.9,64.0,100,83.1,35.6,90.1,100,100,100,69.0,92.7,92.3,98.8,78.7,38.3,36.6,100,67.8
"Kiepert, IV, Christne","345 Morgan Aly, Byrdstown TN, 38549",7,71.9,86.1,91.0,92.5,100,53.5,3.9,79.4,100,26.1,50.4,88.9,100,44.0,54.5,67.0,93.0,81.3,80.4,34.6,38.6,100,43.7,,100,95.5,83.3
"Stalzer, Leshawn","702 Jeff Adachi Way, Apt. 14, Leslie GA, 31764",5,97.3,96.6,100,70.7,100,66.6,100,100,82.7,88.8,88.3,63.7,89.7,72.3,66.5,68.7,89.5,77.7,71.6,100,83.5,62.6,90.2,50.4,84.7,100,90.3
"Sylla, Lolita","459 Crescent Ct, New York NY, 10007",9,62.4,100,80.8,100,100,72.2,68.6,62.1,100,24.5,83.4,100,82.6,,100,100,66.1,88.5,19.5,71.1,33.8,99.5,96.9,43.3,100,100,71.9
"Fleck, Sr., Minique","192 Ramona Ave, Apt. 17, Shreveport LA, 71130",8,56.7,100,19.1,48.1,83.7,78.7,76.6,65.0,88.3,72.0,65.2,100,97.8,76.8,63.4,100,100,54.0,100,79.5,19.8,56.4,48.3,25.5,81.7,93.3,41.4
"Hinokawa, Nastacia","465 Precita Ave, Atherton CA, 94027",6,68.2,50.8,59.3,28.4,100,100,40.9,58.0,82.6,64.6,67.9,72.8,90.9,94.9,100,76.5,100,80.9,68.5,100,100,52.5,100,17.3,86.0,66.8,91.3
"Navarez, Zakee","977 Marshall St, Washington DC, 20224",2,98.7,88.7,56.2,76.9,73.0,57.0,51.5,84.6,66.9,100,80.7,67.2,100,83.7,93.9,91.2,71.2,80.4,74.5,100,100,54.8,51.3,49.2,74.6,74.2,95.2
"Kurkjian, Geramie","654 Norwich St, Midlothian VA, 23112",6,80.0,77.8,57.8,13.9,100,99.4,87.8,74.8,74.0,44.0,100,51.6,87.4,36.6,46.8,42.0,64.3,69.0,37.4,98.3,100,72.6,74.9,57.1,92.7,52.4,87.9
"Lofwall, Cathlin","921 Sterling St, Bismarck IL, 61814",7,93.6,76.7,76.0,51.7,38.7,79.4,50.5,60.1,81.6,75.8,15.6,41.1,41.1,42.8,62.8,100,100,44.2,76.0,100,69.7,59.7,34.1,62.1,-1.3,88.5,100
"Jolina, Jovany","545 Milan Ter, Danville GA, 31017",8,64.2,44.1,84.2,90.9,87.7,82.0,65.4,56.4,100,41.9,67.3,76.9,58.3,92.1,54.7,100,100,100,98.1,37.4,87.0,100,77.3,45.4,74.7,63.5,60.6
"Mathur, Antonio","83 Lillian St, Angola LA, 70712",2,87.8,100,13.4,81.2,86.9,41.3,52.9,58.6,84.1,58.4,72.4,54.3,77.2,100,76.9,56.9,75.3,58.7,88.8,86.0,80.1,22.9,86.2,83.4,68.3,100,100
"Bleier, Derreck","853 Lippard Ave, Walnut CA, 91789",5,71.8,41.1,85.7,69.7,36.1,48.3,61.0,88.6,60.1,68.7,87.3,50.3,100,80.3,69.6,100,17.2,76.3,100,71.8,44.0,45.5,53.1,36.8,66.6,78.3,95.6
"Braatz, Arran","824 Redwood St, Tacoma WA, 98409",8,100,84.9,42.8,38.2,63.3,75.7,100,88.6,63.8,61.6,54.3,84.9,88.1,100,69.3,94.7,94.4,100,85.5,81.1,76.0,88.0,94.3,39.0,41.8,100,60.5
"Avirett, Tavian","870 Marcela Ave, Apt. 5, Columbus OH, 43251",7,64.2,100,55.3,74.6,36.1,69.7,71.2,73.0,62.1,46.1,83.5,70.4,51.7,42.6,56.8,73.5,52.4,53.1,100,53.3,87.1,93.7,58.4,53.0,100,47.2,45.9
"Kiyabu, Jakita","649 Ramsell St, Allenwood NJ, 8720",2,82.5,84.2,62.6,73.7,79.2,67.8,100,79.9,62.8,94.4,83.6,75.2,72.0,66.2,100,86.1,62.7,96.6,63.3,76.1,75.4,69.1,71.5,83.5,75.0,54.9,53.7
"Tyssens, III, Marilee","357 Waterville St, Apt. 67, Littlerock CA, 93543",10,77.3,97.1,100,76.6,100,66.9,50.6,86.9,55.8,63.1,51.9,40.8,97.8,49.4,74.1,100,100,86.1,42.2,100,67.9,76.2,56.5,100,80.9,70.8,77.7
"Hensley, Halina","543 Mansfield St, Apt. 84, Monroe NC, 28110",5,55.8,38.5,26.4,54.5,67.9,66.8,100,100,81.6,89.9,100,56.5,62.5,84.6,86.7,72.9,31.0,69.0,65.0,74.0,62.3,46.9,94.2,69.6,63.9,93.3,76.1
"Alleruzzo, Darrion","598 Unnamed 027, Conroy IA, 52220",8,92.7,100,70.3,99.6,84.5,72.8,72.8,100,73.3,98.2,62.2,35.4,61.3,100,90.0,89.2,93.5,96.5,82.1,92.3,93.2,100,100,78.6,89.3,72.5,35.9
"Kight, Jermarcus","126 Gaviota Way, Cowiche WA, 98923",2,100,87.4,64.6,100,73.9,61.5,64.9,84.0,32.5,100,45.8,79.3,53.2,80.5,100,59.0,97.5,94.2,100,64.4,56.6,100,74.6,91.0,55.4,100,100
"Codling, Derk","598 Mission Bay Cir, Selbyville WV, 26236",8,60.9,91.2,73.2,78.6,49.9,100,85.3,54.6,45.4,95.8,88.6,90.2,54.5,96.9,29.0,84.3,96.7,87.4,100,79.5,79.5,75.6,66.9,92.5,77.4,67.3,100
"Tacy, II, Jenalyn","711 Baywood Ct, Parker SD, 57053",7,79.1,94.5,80.7,79.7,60.9,74.9,45.3,39.1,69.9,88.7,36.1,78.3,90.9,86.9,80.9,74.5,100,60.8,100,97.2,40.1,44.6,65.5,49.6,100,100,65.3
"Troung, Eria","275 Ada Ct, Bruni TX, 78344",2,83.1,54.5,77.5,83.6,88.0,67.1,71.0,87.4,59.8,43.1,81.5,100,92.4,74.6,86.3,71.3,64.7,76.7,35.4,66.2,33.6,53.5,61.7,56.4,61.8,21.0,57.7
"Alexender, Lamel","838 Iowa St, Apt. 74, Las Vegas NV, 89123",5,40.1,100,51.3,60.9,62.9,56.8,84.8,51.2,55.9,84.3,100,72.1,100,94.0,89.8,100,90.3,96.1,100,83.7,62.5,78.4,62.6,91.0,59.9,65.3,100
